1,2,3,4,5,6,Extra Number
1,24,28,33,37,47,49
7,26,27,29,30,41,44
3,8,21,22,28,48,5
13,16,18,23,34,42,40
9,24,25,30,35,37,45
16,17,18,27,38,41,30
10,13,20,24,37,47,16
2,3,9,18,20,36,12
11,21,27,28,32,34,17
1,2,16,27,31,47,19
6,8,10,28,36,37,21
1,8,22,32,46,48,9
5,8,9,10,29,49,46
1,6,14,25,29,35,48
9,14,16,17,21,26,20
1,15,30,39,45,49,37
5,21,28,30,37,42,48
9,15,21,31,33,41,37
13,18,29,31,32,46,2
17,19,25,36,40,44,10
1,2,29,37,42,48,38
10,12,18,21,27,33,4
4,7,14,15,19,26,43
4,9,16,20,38,39,40
1,13,20,24,37,39,3
4,13,18,20,36,39,12
8,23,28,31,36,37,12
1,2,4,13,43,48,11
3,4,15,24,35,41,36
4,5,12,16,18,41,7
15,19,34,39,44,45,23
12,13,18,19,27,29,10
3,7,28,29,38,48,40
15,18,22,24,27,30,10
4,10,20,25,33,36,37
12,13,18,20,28,48,14
9,10,20,42,46,47,27
6,11,17,31,40,41,34
3,14,16,19,45,48,9
13,17,25,26,43,44,42
17,22,28,31,39,45,8
1,10,11,24,30,49,35
3,6,9,29,30,33,14
6,20,30,33,39,47,23
3,12,20,39,46,49,19
7,18,21,28,47,48,35
5,6,15,28,29,43,48
4,15,41,43,45,49,18
5,9,25,27,33,44,17
5,17,24,25,36,45,15
7,8,12,24,30,49,27
8,9,17,31,36,47,46
3,8,14,20,33,41,32
1,28,33,41,42,45,8
4,9,23,35,46,49,18
2,20,29,38,39,43,37
1,29,30,44,45,49,41
4,7,10,26,42,47,13
9,13,21,24,38,46,27
22,37,41,42,44,45,27
14,15,21,22,32,40,2
5,6,8,16,29,31,12
7,16,17,21,27,36,6
9,18,21,22,26,29,27
7,30,31,42,45,49,46
16,23,30,37,39,43,5
10,13,23,35,36,48,47
12,17,19,26,33,40,25
5,8,31,46,47,49,34
3,4,7,22,30,39,6
10,20,24,35,36,39,12
2,4,19,34,37,41,5
2,3,16,42,43,45,27
17,19,25,34,43,45,47
3,7,11,20,23,48,38
6,16,39,40,46,49,41
1,3,6,7,36,49,42
1,7,9,10,36,44,37
6,9,11,16,25,37,45
18,21,34,37,40,49,28
8,12,30,43,46,48,35
2,5,8,22,25,35,16
6,12,17,34,38,46,43
6,17,29,33,42,48,34
5,8,12,20,30,39,23
3,18,34,41,45,46,37
8,30,42,46,48,49,7
9,17,26,31,35,36,42
12,28,29,33,35,37,22
12,13,38,41,44,49,22
4,17,23,28,43,46,22
6,15,22,25,33,42,24
5,13,26,29,40,47,42
7,12,30,34,40,48,33
2,10,16,18,41,44,31
2,3,5,25,43,48,24
2,22,25,27,35,42,13
4,16,40,43,46,47,27
14,17,21,29,42,46,49
2,13,14,21,45,49,19
8,11,21,38,41,48,49
7,13,15,20,21,41,2
5,23,26,31,34,49,24
2,4,9,20,35,40,44
2,8,12,13,27,35,37
5,11,15,42,45,48,14
5,10,18,21,35,49,11
2,11,19,20,21,40,43
8,26,32,35,36,49,24
7,8,12,21,23,47,10
9,15,30,37,38,40,1
5,16,19,26,42,44,6
7,11,13,24,28,46,26
4,16,25,26,33,42,30
9,22,28,32,33,49,18
14,18,30,40,43,46,27
12,17,18,26,29,33,41
4,10,11,15,22,37,49
4,7,12,20,39,48,14
1,29,32,39,44,47,17
16,22,31,37,39,49,32
15,26,29,34,35,40,9
1,5,8,21,27,34,20
2,31,37,38,39,40,44
19,24,34,40,41,46,15
7,16,26,28,41,44,24
5,7,24,26,41,49,3
3,13,18,21,22,33,8
5,12,16,23,29,39,11
1,16,23,29,39,46,17
6,17,25,27,35,40,32
1,2,24,38,42,49,19
19,21,30,35,36,37,33
31,32,33,37,42,46,17
2,7,20,36,38,41,40
3,5,25,30,33,37,35
11,20,25,35,42,45,8
11,23,35,37,40,43,30
20,21,23,31,42,43,41
2,22,29,31,40,48,20
1,3,8,22,36,44,29
14,16,29,44,45,47,42
7,11,22,27,32,46,17
8,12,29,33,39,45,36
4,19,30,37,39,41,31
4,16,28,37,38,47,30
1,4,14,18,22,39,48
10,14,35,40,43,48,21
9,13,14,17,28,45,20
3,12,26,28,31,46,16
10,11,24,33,34,38,16
1,6,10,21,28,35,46
16,17,18,22,25,36,47
11,20,31,37,44,47,46
8,19,43,44,48,49,46
3,4,11,15,32,45,1
4,5,7,11,28,32,3
1,7,17,20,29,49,19
5,21,26,27,28,29,44
21,24,27,32,35,36,16
4,8,10,13,14,49,7
1,5,13,16,24,41,14
9,20,25,36,42,47,13
1,10,13,14,38,39,41
2,4,6,30,32,34,40
3,9,15,32,43,46,28
8,9,17,31,37,38,2
18,19,26,34,39,46,2
6,7,17,24,41,48,16
2,3,9,24,33,41,40
5,18,19,28,35,45,27
21,26,27,35,38,48,41
9,23,25,29,30,48,1
4,8,16,39,40,45,10
5,14,16,25,45,48,42
5,14,16,22,26,28,27
11,13,16,18,21,22,6
26,28,31,33,40,41,19
9,27,33,38,39,40,14
6,17,21,27,36,42,23
20,22,26,27,31,44,49
6,23,30,33,43,44,10
2,4,24,28,32,45,38
2,4,30,37,43,49,10
10,27,28,40,46,47,18
8,9,37,40,46,49,41
4,8,15,16,34,49,45
6,12,23,29,31,35,21
1,14,17,23,35,38,31
10,15,20,21,34,46,4
4,5,10,17,39,44,24
1,5,25,32,38,39,4
1,3,9,17,18,42,7
7,21,24,33,35,45,26
2,8,23,28,38,45,21
11,13,19,35,41,45,24
2,4,9,28,42,43,45
3,6,15,26,28,42,21
1,6,9,10,20,46,14
2,8,18,22,24,35,17
2,17,27,32,35,38,41
3,9,13,31,40,42,30
3,19,33,42,43,45,44
11,25,27,29,30,44,23
13,14,15,16,18,44,48
13,16,31,35,41,42,36
22,25,26,34,41,45,15
1,2,24,29,40,47,7
8,26,34,36,39,46,35
2,4,15,20,32,42,48
15,17,22,37,39,47,26
13,15,18,36,43,45,7
2,12,16,19,20,49,4
21,31,33,35,39,44,28
12,15,17,24,36,49,14
4,6,11,16,22,39,10
1,5,15,33,40,48,21
1,3,9,30,41,47,19
9,19,22,26,34,36,24
1,5,9,18,24,32,38
20,23,28,37,39,41,26
19,21,24,28,30,48,26
11,14,16,17,35,49,34
1,3,14,17,35,43,47
7,29,31,32,33,35,48
11,13,16,20,21,28,15
9,24,35,40,41,48,31
6,9,14,17,47,49,38
17,19,22,27,40,46,4
4,17,18,26,33,35,40
5,8,17,24,30,42,34
5,11,12,15,24,32,39
3,4,12,29,32,48,16
12,15,22,26,27,29,37
1,3,15,18,20,33,48
6,16,20,23,24,34,42
3,6,18,27,29,37,4
1,15,23,24,31,39,33
5,8,10,11,23,30,42
18,28,38,39,47,48,24
9,27,32,34,36,37,20
1,8,20,45,47,48,11
4,11,12,18,21,40,44
4,11,20,28,46,49,31
4,22,23,31,36,47,20
1,3,11,15,39,47,44
1,4,6,13,15,48,39
24,28,29,38,39,41,19
3,5,14,17,29,45,31
2,10,19,39,46,47,41
2,9,18,21,32,47,26
4,24,26,30,31,46,2
6,27,30,38,41,47,20
2,14,17,19,20,49,26
6,19,22,24,29,40,4
5,11,15,17,25,46,24
16,18,21,26,30,48,45
12,19,26,30,36,45,20
1,19,34,39,43,48,45
7,11,24,32,35,49,46
2,11,17,19,22,26,13
16,25,27,30,37,41,36
12,13,25,39,42,43,38
8,11,15,20,33,43,34
7,13,16,35,42,46,25
1,5,8,23,32,48,3
4,9,19,22,24,43,1
5,7,18,26,29,47,2
9,12,14,20,27,36,11
2,12,20,28,46,49,31
11,14,19,25,27,47,20
1,8,21,32,37,46,22
28,33,36,38,40,45,4
3,7,11,18,20,27,2
6,23,31,43,46,49,40
9,25,29,36,38,41,23
11,14,21,28,41,48,32
2,3,7,9,16,34,14
5,29,30,31,41,45,47
1,6,18,29,39,48,10
8,11,21,30,38,49,35
3,7,20,34,36,41,39
4,17,34,38,46,49,7
15,20,34,42,45,46,23
4,18,31,41,42,43,24
10,14,22,29,33,48,5
1,11,12,19,28,30,49
2,7,22,27,41,42,5
3,16,25,38,45,47,35
7,9,22,29,44,49,1
4,21,22,29,41,45,14
2,6,10,17,18,46,34
7,13,20,33,39,45,30
1,7,15,23,29,35,14
24,32,36,40,42,43,47
5,14,34,36,38,42,19
4,12,15,16,38,46,21
13,23,27,32,34,43,22
6,14,18,21,32,46,43
11,12,14,17,21,37,10
10,16,19,33,42,43,12
2,12,15,16,30,32,5
21,27,32,33,39,48,9
3,4,11,28,37,40,36
2,7,17,20,33,47,45
22,25,30,37,38,49,15
5,15,22,24,34,46,26
14,15,19,23,24,25,2
1,9,32,37,38,47,25
7,8,14,15,20,21,44
6,9,16,26,29,36,8
8,12,15,26,39,44,6
12,17,31,37,39,46,8
10,14,22,28,32,42,36
4,6,14,21,24,48,8
9,12,42,44,45,48,35
3,23,25,36,46,47,20
8,12,26,31,44,46,42
4,9,10,14,24,29,38
6,8,9,17,25,36,4
7,13,17,21,42,45,36
4,12,19,40,44,47,49
5,17,37,38,44,47,12
5,13,22,29,34,42,37
1,15,16,28,29,47,37
6,9,10,12,24,32,30
12,15,36,40,41,49,42
3,7,16,19,44,47,31
18,19,22,33,42,46,7
9,14,23,30,42,45,19
2,10,16,21,22,30,26
4,8,18,29,40,47,9
2,17,19,21,24,34,18
22,24,26,29,33,48,46
6,13,20,26,34,40,10
2,22,27,31,40,46,13
21,29,32,36,38,44,43
1,7,27,36,40,48,13
1,10,11,41,47,48,20
7,14,21,43,44,47,35
4,9,17,26,28,30,1
8,10,28,35,37,47,12
3,13,29,30,31,43,8
5,6,27,33,36,37,48
4,6,14,21,36,46,41
3,9,18,38,46,48,13
1,3,4,17,24,28,7
4,13,31,36,40,41,49
5,11,18,28,29,32,10
2,5,8,24,32,37,35
9,10,20,33,34,43,42
17,19,20,27,32,35,11
1,4,6,15,24,48,43
5,6,28,35,42,43,4
1,8,20,25,38,43,39
11,17,19,23,32,44,25
5,13,23,33,37,40,39
3,10,11,13,26,48,9
3,13,18,20,22,30,39
5,9,19,21,27,46,37
1,8,9,32,35,37,14
3,6,7,9,32,35,24
6,21,31,40,42,44,7
11,14,19,21,41,44,31
8,11,35,37,38,46,27
1,2,12,19,27,38,41
4,10,26,34,46,49,5
4,14,16,19,22,35,9
13,17,20,29,32,42,15
11,26,27,39,40,47,34
7,17,33,36,39,44,31
1,4,15,16,29,46,30
4,5,10,27,28,49,46
2,17,34,38,46,49,33
4,9,14,25,36,40,45
3,8,9,16,34,46,42
2,8,12,20,25,49,34
3,7,15,23,29,48,5
4,10,18,22,23,38,35
7,17,22,26,31,42,12
9,13,16,22,24,31,18
2,8,10,37,44,49,22
1,21,27,31,34,38,10
2,13,19,25,30,43,44
3,9,10,20,25,34,41
1,3,20,21,35,37,46
7,19,24,26,32,39,20
14,25,32,38,43,46,35
16,20,23,27,41,46,6
10,11,15,26,28,31,43
8,15,19,21,32,42,10
3,17,23,24,30,47,26
6,11,16,38,42,49,40
4,6,8,11,33,35,25
1,8,25,33,34,41,28
7,15,25,34,35,38,6
9,10,12,13,41,48,6
5,15,29,31,38,45,48
10,29,33,40,43,45,8
1,18,24,29,35,46,2
15,18,25,27,38,47,2
9,17,19,24,38,47,3
5,21,25,27,38,40,11
5,12,17,18,41,44,32
15,18,19,21,24,26,36
2,6,7,15,20,38,14
3,21,26,29,31,48,1
1,2,7,19,28,34,5
8,33,39,40,46,48,24
8,9,22,27,29,42,38
1,5,13,29,34,44,25
2,11,18,26,39,45,24
3,5,6,13,31,32,15
3,15,19,40,41,44,13
4,6,9,15,22,37,3
2,7,11,20,29,45,48
6,11,14,23,39,45,10
5,32,33,40,41,49,30
11,26,31,34,36,42,13
1,6,27,39,44,49,36
22,23,24,28,29,43,6
1,5,12,14,19,31,45
1,19,23,29,34,41,15
1,4,6,23,25,47,49
3,18,24,45,46,48,31
7,21,22,38,45,47,40
8,19,26,34,37,40,29
5,6,27,41,47,49,40
16,24,31,35,37,49,39
7,8,13,26,28,49,17
1,3,4,5,37,39,8
20,22,24,25,40,41,35
13,15,17,19,24,32,9
8,12,13,25,31,35,21
8,14,31,36,40,46,9
7,10,16,19,42,46,20
7,10,11,27,31,48,5
8,25,31,38,43,48,23
1,9,22,23,34,38,24
11,13,21,36,39,40,43
1,6,17,28,36,41,31
15,16,27,40,44,49,31
6,9,30,32,39,48,4
3,4,16,32,45,48,23
7,14,15,22,25,35,32
13,18,32,38,48,49,40
4,12,22,26,33,45,8
13,23,28,30,37,44,49
8,10,21,22,30,47,28
12,28,31,33,36,44,7
5,13,15,23,28,40,17
16,25,31,36,38,49,29
7,12,24,25,39,44,27
2,5,13,20,21,49,36
5,7,22,30,32,35,13
6,8,13,17,35,49,45
9,20,23,30,34,39,13
2,9,14,24,33,47,48
18,22,24,27,30,48,3
5,15,29,32,38,39,31
2,5,8,22,29,41,28
4,6,15,29,33,39,18
12,23,31,37,40,45,35
7,24,26,30,32,39,47
2,16,30,31,38,48,36
3,6,36,40,43,48,8
1,34,36,37,42,46,39
24,32,41,42,48,49,10
16,22,24,33,43,44,29
13,15,19,22,33,38,39
10,23,26,38,42,46,29
9,16,17,30,33,49,41
4,7,8,20,32,34,24
8,19,24,35,36,40,23
10,11,15,18,37,45,26
8,13,18,22,26,42,43
4,20,36,42,46,47,22
2,9,14,24,40,45,3
3,11,14,32,33,42,15
5,8,36,39,42,46,14
